,support,itemsets
28366,0.0004448074792355,"frozenset({40715, 47755})"
28368,0.0003163421023654,"frozenset({40715, 27839})"
28369,0.0002326685276001,"frozenset({40715, 22821})"
28370,0.0002043625971033,"frozenset({24960, 40715})"
28371,0.0002124500058167,"frozenset({8170, 40715})"
28373,0.0002000078385653,"frozenset({40715, 31711})"
28374,0.0002811929798803,"frozenset({40715, 39869})"
28375,0.0002311132566937,"frozenset({8273, 40715})"
28376,0.0002342237985065,"frozenset({42257, 40715})"
28377,0.0002121389516354,"frozenset({39920, 40715})"
28378,0.0002600412955531,"frozenset({30385, 40715})"
28382,0.0002233369021616,"frozenset({21899, 27525})"
28383,0.0002189821436236,"frozenset({24848, 27525})"
28384,0.0002099615723664,"frozenset({13172, 27525})"
28385,0.0003160310481841,"frozenset({31337, 21612})"
28386,0.0002597302413718,"frozenset({31337, 40596})"
28390,0.0003934835393237,"frozenset({31337, 4796})"
28394,0.0003552238750258,"frozenset({31337, 28198})"
28395,0.0002236479563429,"frozenset({31337, 8420})"
28397,0.0003941056476863,"frozenset({31337, 30483})"
28398,0.0003020336100263,"frozenset({31337, 5873})"
28399,0.0002441775323076,"frozenset({31337, 7777})"
28400,0.0002255142814306,"frozenset({31337, 39869})"
28401,0.0002183600352611,"frozenset({31337, 5782})"
28402,0.0003387380034178,"frozenset({31337, 27099})"
28403,0.0002923909304066,"frozenset({31337, 27081})"
28404,0.0002696839751728,"frozenset({42728, 31337})"
28406,0.0004304989868965,"frozenset({31337, 33725})"
28407,0.0003054552060205,"frozenset({49224, 31337})"
28408,0.000231424310875,"frozenset({34120, 31337})"
28411,0.0002936351471317,"frozenset({31337, 44350})"
28412,0.0003511801706692,"frozenset({31337, 31711})"
28413,0.0003362495699675,"frozenset({31337, 21934})"
28414,0.000329095323798,"frozenset({31337, 27151})"
28415,0.0003122983980087,"frozenset({31337, 17790})"
28416,0.0005987792989709,"frozenset({27960, 31337})"
28417,0.0005020414485917,"frozenset({31337, 44998})"
28418,0.0004258331741772,"frozenset({31337, 4917})"
28419,0.0004199231447328,"frozenset({31337, 45057})"
28420,0.0003536686041194,"frozenset({31337, 39267})"
28421,0.0002989230682135,"frozenset({31337, 42820})"
28422,0.000285236684237,"frozenset({31337, 18461})"
28423,0.0002771492755237,"frozenset({31337, 22821})"
28424,0.0003636223379205,"frozenset({31337, 37639})"
28425,0.0002407559363135,"frozenset({39920, 31337})"
28426,0.0003297174321606,"frozenset({43952, 31337})"
28427,0.0003014115016638,"frozenset({31337, 34963})"
28428,0.0006700107064849,"frozenset({31337, 26204})"
28429,0.0002693729209916,"frozenset({31337, 27339})"
28430,0.0003468254121312,"frozenset({46968, 31337})"
28431,0.0006354836923624,"frozenset({31337, 22931})"
28432,0.0002889693344124,"frozenset({31337, 10745})"
28433,0.0004665812719254,"frozenset({31337, 42257})"
28434,0.0003844629680665,"frozenset({8273, 31337})"
28435,0.0002659513249974,"frozenset({31337, 48668})"
28436,0.000525370512188,"frozenset({24960, 31337})"
28437,0.0002028073261969,"frozenset({31337, 5447})"
28438,0.0003150978856403,"frozenset({31337, 19053})"
28439,0.0002130721141792,"frozenset({31337, 26599})"
28440,0.0005157278325682,"frozenset({31337, 22031})"
28441,0.0004000156771307,"frozenset({31337, 4602})"
28442,0.0003318948114296,"frozenset({31337, 25885})"
28443,0.0003185194816344,"frozenset({31337, 5074})"
28444,0.0003455811954061,"frozenset({31337, 41942})"
28445,0.0004690697053757,"frozenset({31337, 40698})"
28446,0.0003150978856403,"frozenset({31337, 24180})"
28447,0.0002438664781263,"frozenset({31337, 19674})"
28448,0.0003088768020146,"frozenset({31337, 28843})"
28449,0.0002877251176873,"frozenset({31337, 44623})"
28450,0.0002052957596471,"frozenset({31337, 43114})"
28451,0.000222714793799,"frozenset({31337, 20110})"
28452,0.0002703060835354,"frozenset({31337, 38681})"
28453,0.000227069552337,"frozenset({31337, 15286})"
28454,0.0002056068138284,"frozenset({31337, 31500})"
28455,0.0003160310481841,"frozenset({31337, 28979})"
28456,0.0003832187513414,"frozenset({31337, 30385})"
28457,0.0002339127443252,"frozenset({31337, 9835})"
28458,0.000335627461605,"frozenset({31337, 8514})"
28459,0.0002329795817814,"frozenset({31337, 46895})"
28475,0.0002230258479803,"frozenset({30376, 13172})"
28476,0.0002024962720156,"frozenset({24929, 13172})"
28477,0.0003797971553473,"frozenset({46656, 24929})"
28478,0.0002444885864889,"frozenset({24929, 21899})"
28482,0.0003605117961077,"frozenset({38448, 28979})"
28483,0.0002503986159333,"frozenset({38448, 34963})"
28484,0.0002451106948514,"frozenset({38448, 44623})"
28487,0.0005437227088837,"frozenset({38448, 27960})"
28488,0.0004532059421302,"frozenset({38448, 44998})"
28489,0.0003872624556981,"frozenset({38448, 8273})"
28490,0.0002541312661087,"frozenset({38448, 24180})"
28491,0.0002326685276001,"frozenset({38448, 30483})"
28493,0.0003396711659617,"frozenset({38448, 44350})"
28494,0.0002995451765761,"frozenset({38448, 8170})"
28495,0.0002951904180381,"frozenset({38448, 42257})"
28496,0.0002802598173365,"frozenset({38448, 26599})"
28497,0.0002404448821322,"frozenset({38448, 10745})"
28498,0.0004049925440312,"frozenset({38448, 39920})"
28499,0.000381663480435,"frozenset({38448, 5873})"
28500,0.0003524243873943,"frozenset({38448, 4917})"
28501,0.0003247405652601,"frozenset({38448, 4602})"
28502,0.0002264474439744,"frozenset({38448, 27515})"
28503,0.0002096505181851,"frozenset({38448, 43952})"
28505,0.0004031262189435,"frozenset({38448, 28198})"
28506,0.0003866403473355,"frozenset({38448, 39869})"
28507,0.0003154089398215,"frozenset({38448, 27099})"
28508,0.0003054552060205,"frozenset({38448, 17790})"
28509,0.0002858587925996,"frozenset({38448, 31711})"
28511,0.000398149352043,"frozenset({38448, 22931})"
28512,0.0003427817077745,"frozenset({38448, 19053})"
28513,0.0003402932743242,"frozenset({38448, 39267})"
28514,0.0004252110658147,"frozenset({38448, 45057})"
28515,0.0003266068903478,"frozenset({38448, 37639})"
28516,0.000400326731312,"frozenset({38448, 40698})"
28517,0.0003552238750258,"frozenset({38448, 21612})"
28518,0.0002432443697637,"frozenset({38448, 48668})"
28519,0.0002186710894423,"frozenset({38448, 41779})"
28520,0.00026657343336,"frozenset({38448, 8514})"
28521,0.0002765271671611,"frozenset({38448, 34120})"
28523,0.0002749718962547,"frozenset({38448, 22821})"
28524,0.0002239590105242,"frozenset({38448, 5447})"
28525,0.0002715503002606,"frozenset({38448, 41942})"
28526,0.0003639333921018,"frozenset({38448, 27839})"
28527,0.0002052957596471,"frozenset({38448, 35945})"
28528,0.0002168047643546,"frozenset({38448, 49224})"
28529,0.0004049925440312,"frozenset({38448, 30385})"
28530,0.0003051441518392,"frozenset({38448, 46968})"
28531,0.0002342237985065,"frozenset({38448, 46895})"
28533,0.0002600412955531,"frozenset({38448, 46656})"
28534,0.0004535169963115,"frozenset({38448, 24960})"
28535,0.0002164937101734,"frozenset({38448, 20110})"
28536,0.0002112057890915,"frozenset({38448, 28193})"
28552,0.0002367122319568,"frozenset({14080, 5873})"
28553,0.0002202263603488,"frozenset({14080, 30483})"
28554,0.000287414063506,"frozenset({14080, 27839})"
28556,0.0002102726265477,"frozenset({14080, 44350})"
28558,0.0002009410011092,"frozenset({14080, 28979})"
28559,0.0004416969374227,"frozenset({14080, 47755})"
28560,0.000291768822044,"frozenset({14080, 26204})"
28561,0.0003735760717216,"frozenset({14080, 27960})"
28562,0.0002416890988573,"frozenset({14080, 40698})"
28563,0.0002513317784771,"frozenset({14080, 19053})"
28564,0.0002597302413718,"frozenset({14080, 42257})"
28565,0.0002930130387691,"frozenset({14080, 30385})"
28566,0.0002836814133306,"frozenset({14080, 44998})"
28567,0.0002684397584477,"frozenset({14080, 8273})"
28568,0.0002668844875413,"frozenset({14080, 22931})"
28569,0.0002264474439744,"frozenset({14080, 24485})"
28570,0.0002516428326584,"frozenset({14080, 24960})"
28571,0.0002727945169857,"frozenset({14080, 39267})"
28572,0.0002507096701145,"frozenset({14080, 47615})"
28577,0.0002152494934482,"frozenset({8899, 13172})"
28578,0.0006805865486485,"frozenset({24848, 11508})"
28579,0.0002653292166349,"frozenset({21899, 11508})"
28580,0.0004242779032708,"frozenset({11508, 21133})"
28581,0.0005443448172463,"frozenset({11508, 13172})"
28582,0.0004964424733286,"frozenset({11508, 40190})"
28583,0.0002460438573953,"frozenset({47755, 11508})"
28584,0.0003844629680665,"frozenset({11508, 47198})"
28585,0.0002276916606996,"frozenset({11508, 47615})"
28586,0.0004790234391767,"frozenset({17754, 11508})"
28587,0.000250087561752,"frozenset({27960, 11508})"
28588,0.0003872624556981,"frozenset({31209, 11508})"
28589,0.0005972240280645,"frozenset({24848, 31209})"
28592,0.0003322058656109,"frozenset({31209, 21133})"
28593,0.0002211595228926,"frozenset({31209, 21899})"
28594,0.0004560054297617,"frozenset({31209, 13172})"
28595,0.0002849256300557,"frozenset({31209, 47198})"
28597,0.0003934835393237,"frozenset({31209, 49236})"
28598,0.0003119873438274,"frozenset({11508, 49236})"
28599,0.0004323653119842,"frozenset({24848, 49236})"
28600,0.0002796377089739,"frozenset({13172, 49236})"
28601,0.000308254693652,"frozenset({17754, 49236})"
28602,0.0002121389516354,"frozenset({49236, 47198})"
28603,0.0002550644286525,"frozenset({46875, 49236})"
28604,0.0003154089398215,"frozenset({49236, 40190})"
28605,0.0002021852178343,"frozenset({49236, 21133})"
28606,0.0003409153826868,"frozenset({49616, 24848})"
28607,0.0002140052767231,"frozenset({49616, 21133})"
28608,0.0002976788514884,"frozenset({49616, 22147})"
28609,0.0002650181624536,"frozenset({49616, 13172})"
28610,0.0004043704356687,"frozenset({24848, 23401})"
28611,0.0002295579857873,"frozenset({23401, 13172})"
28613,0.0002065399763723,"frozenset({23161, 11516})"
28614,0.0007260004591159,"frozenset({23161, 44350})"
28615,0.0005098178031238,"frozenset({23161, 5873})"
28616,0.0003878845640606,"frozenset({23161, 16755})"
28617,0.000231424310875,"frozenset({23161, 33725})"
28619,0.0006855634155491,"frozenset({23161, 17790})"
28620,0.0005910029444388,"frozenset({23161, 47755})"
28621,0.0004130799527446,"frozenset({23161, 21612})"
28622,0.0004081030858441,"frozenset({23161, 40698})"
28623,0.0002143163309044,"frozenset({23161, 30483})"
28625,0.0003791750469847,"frozenset({23161, 28979})"
28626,0.0002867919551434,"frozenset({39920, 23161})"
28627,0.0002317353650562,"frozenset({23161, 42257})"
28631,0.0004861776853462,"frozenset({23161, 8514})"
28632,0.000335627461605,"frozenset({8273, 23161})"
28633,0.0002799487631552,"frozenset({23161, 39869})"
28634,0.00025444232029,"frozenset({23161, 10242})"
28636,0.0007549284979753,"frozenset({23161, 47615})"
28637,0.0004874219020714,"frozenset({23161, 31711})"
28638,0.0004158794403762,"frozenset({46968, 23161})"
28639,0.0003993935687681,"frozenset({23161, 27515})"
28641,0.0003978382978617,"frozenset({23161, 4602})"
28642,0.0003135426147338,"frozenset({23161, 49671})"
28643,0.0002180489810798,"frozenset({34352, 23161})"
28645,0.0005228820787377,"frozenset({27960, 23161})"
28646,0.0002364011777755,"frozenset({23161, 8170})"
28647,0.0002283137690621,"frozenset({23161, 34237})"
28648,0.000250087561752,"frozenset({23161, 16793})"
28649,0.0002115168432728,"frozenset({23161, 28198})"
28650,0.0006031340575089,"frozenset({23161, 27099})"
28651,0.0003782418844408,"frozenset({23161, 48668})"
28652,0.0002158716018108,"frozenset({23161, 19044})"
28653,0.0004137020611072,"frozenset({23161, 30385})"
28654,0.000250087561752,"frozenset({23161, 45057})"
28655,0.0002799487631552,"frozenset({23161, 19674})"
28656,0.0002382675028632,"frozenset({23161, 47723})"
28657,0.0002463549115766,"frozenset({23161, 24180})"
28658,0.0002332906359627,"frozenset({23161, 9835})"
28659,0.0006053114367779,"frozenset({23161, 26204})"
28660,0.0004221005240018,"frozenset({46656, 23161})"
28661,0.0003017225558451,"frozenset({23161, 19053})"
28662,0.0002280027148808,"frozenset({23161, 25654})"
28663,0.0003241184568975,"frozenset({23161, 41942})"
28664,0.0002497765075707,"frozenset({23161, 21401})"
28665,0.0002360901235942,"frozenset({23161, 31500})"
28666,0.0002416890988573,"frozenset({23161, 22821})"
28667,0.0004675144344692,"frozenset({23161, 27839})"
28668,0.0002152494934482,"frozenset({23161, 35945})"
28669,0.0002945683096755,"frozenset({23161, 10745})"
28670,0.0002678176500851,"frozenset({23161, 37639})"
28671,0.0002519538868397,"frozenset({23161, 21934})"
28672,0.0002600412955531,"frozenset({23161, 39267})"
28673,0.0002118278974541,"frozenset({23161, 18527})"
28688,0.0003536686041194,"frozenset({23161, 39804})"
28694,0.0002021852178343,"frozenset({45057, 39804})"
28695,0.0007990981917176,"frozenset({39804, 47615})"
28696,0.0003455811954061,"frozenset({34352, 39804})"
28697,0.0003857071847916,"frozenset({47755, 39804})"
28698,0.0003091878561959,"frozenset({46968, 39804})"
28699,0.0002208484687113,"frozenset({39804, 21934})"
28700,0.0003577123084761,"frozenset({39804, 43780})"
28702,0.000479334493358,"frozenset({8514, 39804})"
28703,0.0003350053532424,"frozenset({46656, 39804})"
28704,0.000331272703067,"frozenset({40698, 39804})"
28705,0.0002706171377167,"frozenset({30385, 39804})"
28707,0.0004081030858441,"frozenset({27099, 39804})"
28708,0.0003178973732718,"frozenset({28979, 39804})"
28709,0.0008373578560155,"frozenset({24848, 39804})"
28710,0.0007004940162507,"frozenset({39804, 26204})"
28711,0.0002230258479803,"frozenset({39804, 28836})"
28712,0.0002152494934482,"frozenset({39804, 20110})"
28714,0.0005679849350238,"frozenset({39804, 44998})"
28715,0.0004382753414286,"frozenset({27960, 39804})"
28716,0.0003424706535932,"frozenset({16755, 39804})"
28717,0.0002220926854365,"frozenset({39804, 39869})"
28718,0.0002121389516354,"frozenset({39804, 41942})"
28719,0.0002217816312552,"frozenset({39804, 13980})"
28720,0.0003726429091777,"frozenset({39804, 27839})"
28721,0.0004043704356687,"frozenset({39804, 21612})"
28722,0.0002631518373659,"frozenset({39804, 31500})"
28723,0.0002295579857873,"frozenset({16793, 39804})"
28724,0.0006320620963683,"frozenset({39804, 21133})"
28725,0.0002755940046172,"frozenset({42728, 39804})"
28726,0.0006183757123918,"frozenset({4602, 39804})"
28727,0.000285236684237,"frozenset({39804, 48668})"
28728,0.0002000078385653,"frozenset({30483, 39804})"
28729,0.0003726429091777,"frozenset({39804, 31711})"
28730,0.0003222521318098,"frozenset({8273, 39804})"
28731,0.0002429333155825,"frozenset({19674, 39804})"
28732,0.0003032778267515,"frozenset({27515, 39804})"
28733,0.0002196042519862,"frozenset({27081, 39804})"
28734,0.0002759050587985,"frozenset({39804, 33725})"
28735,0.0002516428326584,"frozenset({10745, 39804})"
28736,0.000229246931606,"frozenset({39804, 49671})"
28737,0.0002301800941498,"frozenset({10242, 39804})"
28738,0.000273105571167,"frozenset({39804, 24180})"
28739,0.0002370232861381,"frozenset({39804, 18527})"
28740,0.0002177379268985,"frozenset({39804, 38375})"
28757,0.0002818150882429,"frozenset({24960, 5131})"
28760,0.0004423190457853,"frozenset({27960, 5131})"
28761,0.0003434038161371,"frozenset({5131, 22031})"
28762,0.0002768382213424,"frozenset({40698, 5131})"
28763,0.0003997046229494,"frozenset({5131, 47755})"
28764,0.0003415374910494,"frozenset({8273, 5131})"
28765,0.0002955014722194,"frozenset({5131, 44998})"
28766,0.0002308022025124,"frozenset({5131, 30483})"
28767,0.0002028073261969,"frozenset({5873, 5131})"
28768,0.0002696839751728,"frozenset({42257, 5131})"
28769,0.0002003188927466,"frozenset({45057, 5131})"
28770,0.0008386020727406,"frozenset({24848, 5131})"
28771,0.0005291031623634,"frozenset({5131, 27839})"
28772,0.0002867919551434,"frozenset({5131, 37639})"
28774,0.000264396054091,"frozenset({5131, 19053})"
28776,0.0002460438573953,"frozenset({5131, 48668})"
28777,0.0002612855122782,"frozenset({30385, 5131})"
28778,0.000241378044676,"frozenset({5131, 4917})"
28779,0.0002930130387691,"frozenset({5131, 39267})"
28780,0.0003172752649092,"frozenset({5131, 22931})"
28781,0.0002550644286525,"frozenset({5131, 26204})"
28782,0.0002015631094717,"frozenset({5131, 44350})"
28783,0.0002009410011092,"frozenset({5131, 27099})"
28784,0.0002298690399685,"frozenset({5131, 22821})"
28785,0.0003213189692659,"frozenset({5131, 47615})"
28789,0.0002385785570445,"frozenset({24960, 37022})"
28790,0.0004273884450836,"frozenset({37022, 27839})"
28791,0.0002656402708162,"frozenset({8273, 37022})"
28794,0.0004812008184457,"frozenset({21899, 37022})"
28795,0.0003070104769269,"frozenset({22931, 37022})"
28796,0.0002264474439744,"frozenset({37022, 47615})"
28798,0.0002177379268985,"frozenset({37022, 41942})"
28799,0.0002690618668103,"frozenset({47755, 37022})"
28800,0.000252264941021,"frozenset({19053, 37022})"
28801,0.0003847740222478,"frozenset({27960, 37022})"
28802,0.0002311132566937,"frozenset({40698, 37022})"
28803,0.0003001672849386,"frozenset({30385, 37022})"
28804,0.0002364011777755,"frozenset({37022, 22031})"
28805,0.0002245811188867,"frozenset({42257, 37022})"
28806,0.0002255142814306,"frozenset({5873, 37022})"
28807,0.0002385785570445,"frozenset({37022, 37639})"
28808,0.0005642522848484,"frozenset({24848, 37022})"
28809,0.0002164937101734,"frozenset({39267, 37022})"
28810,0.0002258253356119,"frozenset({37022, 44998})"
28811,0.0002404448821322,"frozenset({26204, 37022})"
28814,0.0004846224144398,"frozenset({43635, 20895})"
28815,0.000268750812629,"frozenset({47198, 20895})"
28816,0.0002441775323076,"frozenset({21899, 20895})"
28817,0.0005032856653168,"frozenset({21133, 20895})"
28818,0.0003997046229494,"frozenset({24848, 20895})"
28819,0.0002339127443252,"frozenset({20895, 27839})"
28820,0.0002102726265477,"frozenset({47755, 20895})"
28821,0.0002003188927466,"frozenset({27960, 20895})"
28822,0.0004326763661655,"frozenset({13172, 20895})"
28823,0.0002423112072199,"frozenset({24848, 27387})"
28824,0.0002354680152317,"frozenset({27387, 21133})"
28825,0.0002531981035648,"frozenset({27387, 13172})"
28830,0.0003682881506398,"frozenset({7777, 26599})"
28831,0.0002161826559921,"frozenset({43344, 7777})"
28836,0.0003978382978617,"frozenset({7777, 30483})"
28837,0.0002864809009622,"frozenset({7777, 4796})"
28838,0.0002370232861381,"frozenset({9072, 7777})"
28839,0.0005340800292639,"frozenset({7777, 44998})"
28840,0.0004444964250542,"frozenset({7777, 18461})"
28841,0.0003443369786809,"frozenset({7777, 41942})"
28842,0.0002833703591493,"frozenset({7777, 28979})"
28844,0.0002979899056697,"frozenset({7777, 5782})"
28846,0.0004323653119842,"frozenset({7777, 5873})"
28847,0.0004224115781831,"frozenset({7777, 39869})"
28850,0.0004861776853462,"frozenset({43952, 7777})"
28851,0.0005169720492933,"frozenset({7777, 40698})"
28852,0.0003670439339146,"frozenset({7777, 34963})"
28854,0.0003275400528916,"frozenset({7777, 44350})"
28855,0.0002224037396177,"frozenset({7777, 5447})"
28856,0.0004662702177441,"frozenset({7777, 22821})"
28857,0.0004217894698205,"frozenset({24960, 7777})"
28858,0.0003402932743242,"frozenset({7777, 33725})"
28859,0.0002647071082723,"frozenset({7777, 4602})"
28860,0.0002298690399685,"frozenset({7777, 31500})"
28861,0.0002046736512846,"frozenset({42728, 7777})"
28862,0.0004759128973639,"frozenset({7777, 5074})"
28864,0.0005944245404329,"frozenset({49224, 7777})"
28865,0.0002211595228926,"frozenset({7777, 35945})"
28866,0.0002074731389161,"frozenset({34352, 7777})"
28868,0.0004867997937088,"frozenset({7777, 28198})"
28869,0.0004712470846446,"frozenset({7777, 30385})"
28870,0.0003253626736226,"frozenset({7777, 46895})"
28871,0.0004193010363703,"frozenset({7777, 27099})"
28872,0.0002762161129798,"frozenset({7777, 35215})"
28873,0.000354290712482,"frozenset({7777, 10745})"
28875,0.0002783934922488,"frozenset({33192, 7777})"
28876,0.0002790156006114,"frozenset({7777, 8170})"
28878,0.0004572496464869,"frozenset({39920, 7777})"
28880,0.0002628407831846,"frozenset({7777, 28193})"
28881,0.0002099615723664,"frozenset({7777, 27151})"
28882,0.0005595864721292,"frozenset({7777, 37639})"
28883,0.0003897508891483,"frozenset({46968, 7777})"
28884,0.0003913061600547,"frozenset({7777, 44623})"
28885,0.0002690618668103,"frozenset({7777, 24834})"
28886,0.000349935953944,"frozenset({7777, 21612})"
28887,0.0002805708715178,"frozenset({7777, 48668})"
28888,0.0004933319315158,"frozenset({7777, 22931})"
28889,0.0003595786335638,"frozenset({7777, 27339})"
28890,0.0002777713838862,"frozenset({7777, 27081})"
28891,0.00022053741453,"frozenset({7777, 25885})"
28892,0.0002497765075707,"frozenset({7777, 43114})"
28893,0.0003365606241488,"frozenset({7777, 9835})"
28894,0.0002460438573953,"frozenset({7777, 15286})"
28895,0.0002513317784771,"frozenset({7777, 17790})"
28896,0.0002133831683605,"frozenset({34120, 7777})"
28897,0.0002068510305536,"frozenset({7777, 11516})"
28898,0.000245732803214,"frozenset({7777, 21934})"
28899,0.0002031183803782,"frozenset({7777, 8420})"
28900,0.000229246931606,"frozenset({7777, 38681})"
28901,0.0002563086453777,"frozenset({7777, 8514})"
28902,0.0002973677973071,"frozenset({7777, 31711})"
28933,0.0002886582802312,"frozenset({7777, 20078})"
28934,0.000229246931606,"frozenset({26204, 20078})"
28935,0.0005409232212522,"frozenset({21899, 20078})"
28936,0.0004385863956099,"frozenset({20078, 47198})"
28937,0.0010420315073001,"frozenset({24848, 20078})"
28938,0.0002451106948514,"frozenset({45057, 20078})"
28939,0.0003962830269553,"frozenset({16793, 20078})"
28940,0.0006983166369817,"frozenset({13172, 20078})"
28941,0.0002547533744712,"frozenset({27960, 20078})"
28942,0.000210583680729,"frozenset({22931, 20078})"
28943,0.0002052957596471,"frozenset({8273, 20078})"
28944,0.0002183600352611,"frozenset({24960, 20078})"
28945,0.000694272932625,"frozenset({21133, 20078})"
28946,0.0002351569610504,"frozenset({4917, 20078})"
28947,0.0002115168432728,"frozenset({20078, 44998})"
28948,0.0005110620198489,"frozenset({47755, 20078})"
28949,0.0003701544757275,"frozenset({20078, 47615})"
28950,0.0002864809009622,"frozenset({39267, 20078})"
28951,0.0002124500058167,"frozenset({24848, 43684})"
28952,0.0004152573320136,"frozenset({24848, 41343})"
28953,0.0003107431271023,"frozenset({24848, 44076})"
28954,0.0004479180210484,"frozenset({24848, 31863})"
28955,0.000347758574675,"frozenset({21899, 31863})"
28956,0.0004556943755805,"frozenset({13172, 31863})"
28957,0.0003695323673649,"frozenset({21133, 31863})"
28958,0.0002902135511376,"frozenset({47198, 31863})"
28959,0.0002332906359627,"frozenset({47755, 31863})"
28960,0.0003819745346162,"frozenset({24848, 30177})"
28961,0.0002920798762253,"frozenset({4592, 24848})"
28962,0.0005347021376265,"frozenset({24848, 30299})"
28963,0.0003602007419264,"frozenset({30299, 44998})"
28964,0.0003278511070729,"frozenset({30299, 21899})"
28965,0.0002351569610504,"frozenset({30299, 49671})"
28966,0.000270928191898,"frozenset({30299, 13172})"
28967,0.0002242700647054,"frozenset({30299, 26204})"
28968,0.0003085657478333,"frozenset({30299, 47615})"
28969,0.0002827482507868,"frozenset({30299, 47755})"
28970,0.0002712392460793,"frozenset({30299, 21133})"
28971,0.0002133831683605,"frozenset({30299, 27099})"
28972,0.0002385785570445,"frozenset({24848, 38411})"
28974,0.0004130799527446,"frozenset({2965, 47615})"
28975,0.0002606634039156,"frozenset({2965, 49671})"
28976,0.0002388896112258,"frozenset({16793, 2965})"
28977,0.0004672033802879,"frozenset({47755, 2965})"
28978,0.0012208876615382,"frozenset({24848, 2965})"
28979,0.000227069552337,"frozenset({30385, 2965})"
28980,0.0002136942225418,"frozenset({2965, 44350})"
28982,0.0007250672965721,"frozenset({21899, 2965})"
28983,0.0002749718962547,"frozenset({39267, 2965})"
28984,0.0002258253356119,"frozenset({2965, 44998})"
28985,0.0004308100410778,"frozenset({27960, 2965})"
28986,0.0002650181624536,"frozenset({2965, 28198})"
28987,0.0002093394640038,"frozenset({4917, 2965})"
28988,0.0006871186864555,"frozenset({2965, 21133})"
28989,0.000262218674822,"frozenset({24960, 2965})"
28990,0.000414635223651,"frozenset({26204, 2965})"
28991,0.0002911467136814,"frozenset({5873, 2965})"
28992,0.0002261363897931,"frozenset({28979, 2965})"
28993,0.0002186710894423,"frozenset({24834, 2965})"
28994,0.0002177379268985,"frozenset({30483, 2965})"
28995,0.0002581749704654,"frozenset({22931, 2965})"
28996,0.0002575528621028,"frozenset({2965, 27839})"
28997,0.0002183600352611,"frozenset({19053, 2965})"
28998,0.0002031183803782,"frozenset({8273, 2965})"
28999,0.0002199153061675,"frozenset({45057, 2965})"
29001,0.0002715503002606,"frozenset({19890, 45594})"
29002,0.0003452701412248,"frozenset({24848, 19890})"
29003,0.0002902135511376,"frozenset({19890, 47198})"
29004,0.0002444885864889,"frozenset({19890, 21133})"
29005,0.0003872624556981,"frozenset({19890, 13172})"
29006,0.0005266147289131,"frozenset({19890, 30770})"
29007,0.00025444232029,"frozenset({19890, 21899})"
29008,0.0002003188927466,"frozenset({19890, 48548})"
29009,0.000201874163653,"frozenset({35980, 13172})"
29011,0.0002973677973071,"frozenset({16793, 3954})"
29012,0.0004407637748788,"frozenset({3954, 44623})"
29015,0.0006550801057833,"frozenset({3954, 26204})"
29017,0.0005925582153452,"frozenset({24960, 3954})"
29018,0.0004656481093815,"frozenset({46656, 3954})"
29019,0.0004522727795863,"frozenset({3954, 31711})"
29020,0.0002600412955531,"frozenset({43952, 3954})"
29021,0.0005091956947612,"frozenset({33192, 3954})"
29022,0.000439830612335,"frozenset({19656, 3954})"
29023,0.0004373421788847,"frozenset({3954, 40698})"
29027,0.0004774681682703,"frozenset({3954, 37639})"
29028,0.0004308100410778,"frozenset({3954, 22031})"
29029,0.0004062367607564,"frozenset({42257, 3954})"
29030,0.0003073215311082,"frozenset({3954, 28198})"
29034,0.000368599204821,"frozenset({3954, 26599})"
29035,0.0003490027914002,"frozenset({3954, 22821})"
29036,0.0003238074027162,"frozenset({3954, 49671})"
29037,0.0002192931978049,"frozenset({3954, 27339})"
29038,0.0005832265899067,"frozenset({3954, 47615})"
29039,0.0004149462778323,"frozenset({39920, 3954})"
29040,0.0003197636983595,"frozenset({3954, 11516})"
29041,0.0002102726265477,"frozenset({3954, 33725})"
29043,0.0004432522083291,"frozenset({3954, 39869})"
29044,0.0004037483273061,"frozenset({49224, 3954})"
29045,0.0003897508891483,"frozenset({3954, 21612})"
29046,0.000389439834967,"frozenset({3954, 8514})"
29047,0.0002168047643546,"frozenset({3954, 21934})"
29048,0.0007720364779459,"frozenset({3954, 47755})"
29049,0.000558342255404,"frozenset({3954, 27839})"
29050,0.0003810413720724,"frozenset({34120, 3954})"
29051,0.000360822850289,"frozenset({10745, 3954})"
29052,0.0002535091577461,"frozenset({3954, 9835})"
29053,0.0003063883685643,"frozenset({3954, 5782})"
29055,0.0002211595228926,"frozenset({5074, 3954})"
29056,0.0003614449586515,"frozenset({3954, 48668})"
29057,0.000431121095259,"frozenset({3954, 41942})"
29058,0.0003275400528916,"frozenset({3954, 8170})"
29059,0.0004202341989141,"frozenset({3954, 28979})"
29060,0.0002846145758745,"frozenset({46968, 3954})"
29061,0.0005079514780361,"frozenset({3954, 24834})"
29062,0.0002283137690621,"frozenset({3954, 35215})"
29063,0.0005191494285623,"frozenset({35945, 3954})"
29064,0.0003925503767799,"frozenset({3954, 27099})"
29065,0.0002653292166349,"frozenset({27081, 3954})"
29066,0.0005773165604624,"frozenset({8273, 3954})"
29067,0.0003188305358157,"frozenset({3954, 27515})"
29068,0.0003318948114296,"frozenset({3954, 17790})"
29069,0.0002168047643546,"frozenset({3954, 31500})"
29070,0.0004796455475393,"frozenset({3954, 44350})"
29071,0.0002612855122782,"frozenset({3954, 18461})"
